iter, loss
1,1.0644697652544295
2,0.9724369772842952
3,0.9139826037202563
4,0.8821730153901236
5,0.8661228399617331
6,0.8588614739690508
7,0.85346481187003
8,0.8468532090527671
9,0.8442821938650948
10,0.8432826270375933
11,0.8401988972936357
12,0.8385707265990121
13,0.8390000205380576
14,0.8365231011595045
15,0.8364226053442274
16,0.8346598323753902
17,0.834588839496885
18,0.8342978290149143
19,0.8338523626327514
20,0.8340226900577545
21,0.8331833117348807
22,0.8317866262367793
23,0.8319684638295854
24,0.8314964495386397
25,0.8316437937532153
26,0.830613580601556
27,0.8300946950912476
28,0.8298481609140124
29,0.8306860147203718
30,0.8305444782120841
31,0.8295407884461539
32,0.8291052624157497
33,0.8288697179726192
34,0.8291391575336456
35,0.8292960887295859
36,0.8291671253953661
37,0.8286633021490915
38,0.8286120212078094
39,0.8287965430532183
40,0.8284309087480818
41,0.8277361142635346
42,0.8274062177113124
43,0.8277289293493544
44,0.8272842553683689
45,0.8278084536961147
46,0.8275564299310957
47,0.8273600625991822
48,0.827560568026134
49,0.8274023319993701
50,0.8268140573160989
51,0.8269025804315294
52,0.826875730071749
53,0.8274456432887486
54,0.8269091773033143
55,0.826401252916881
56,0.8263604620524815
57,0.8271543875762395
58,0.8267611013139997
59,0.8262758641583579
60,0.8264764780657632
61,0.8266459906101227
62,0.8265262850693293
63,0.8260816371440888
64,0.8260962351730892
65,0.8262578533376966
66,0.8260614730630602
67,0.8261609727995737
68,0.8262914645671845
69,0.8258720299175807
70,0.8266263020038604
71,0.8262905134473528
72,0.8256528719833919
73,0.825652266059603
74,0.8256221653733935
75,0.8253936728409358
76,0.825479600088937
77,0.8255550708089556
78,0.8247128590515682
79,0.8250046464375087
80,0.8253715487888881
81,0.8250271693297795
82,0.8254578641482762
83,0.8257065997804914
84,0.8255395238740103
85,0.8247576359340123
86,0.8250707112039839
87,0.8252652965273176
88,0.8254218104907445
89,0.825267082793372
90,0.8250687851224627
91,0.8252281761169433
92,0.8250702440738678
93,0.825258902822222
94,0.8246421299661909
95,0.8251899828229632
96,0.8247400999069214
97,0.8248874943596977
98,0.8244582423142024
99,0.8241304167679377
100,0.8246638887269157
